iter	MultiClass
182	0.06590104942
183	0.06588852462
184	0.06588219246
185	0.06586353702
186	0.06584285094
187	0.06582797774
188	0.06581516617
189	0.06578794643
190	0.06576775639
191	0.06575027127
192	0.06571992808
193	0.06570412481
194	0.06569121249
195	0.06566887556
196	0.06565274678
197	0.06564123729
198	0.06561187841
199	0.0656046627
200	0.0655882859
201	0.0655718316
202	0.06556375558
203	0.06554802982
204	0.06553334263
205	0.06551431517
206	0.06550286768
207	0.06547374132
208	0.06545523313
209	0.06543047805
210	0.06542292907
211	0.06539549231
212	0.06538345579
213	0.06536586992
214	0.06534324622
215	0.06533701482
216	0.06532894655
217	0.06531739056
218	0.06529782831
219	0.06528814019
220	0.06527582465
221	0.06525417752
222	0.06524745009
223	0.06524279979
224	0.06522045511
225	0.06519806393
226	0.06518250093
227	0.06516980562
228	0.06515579272
229	0.06514889478
230	0.0651297433
231	0.06511510262
232	0.06509735398
233	0.06509169612
234	0.06505972532
235	0.06504488312
236	0.06503233507
237	0.06501281932
238	0.06500320483
239	0.06499532645
240	0.06498016261
241	0.06497328404
242	0.06496027483
243	0.06495534939
244	0.06494104198
245	0.06493165613
246	0.06491651553
247	0.06490412249
248	0.06487305463
249	0.0648602198
250	0.06485015191
251	0.06484585813
252	0.06483038814
253	0.06480844649
254	0.06477860321
255	0.06477477446
256	0.06475971912
257	0.06474904281
258	0.06474102105
259	0.06473631262
260	0.06473475865
261	0.06472189283
262	0.06471521965
263	0.06470859297
264	0.06469576203
265	0.0646862948
266	0.06467330497
267	0.06466191561
268	0.0646519911
269	0.06464773608
270	0.0646288985
271	0.06461124674
272	0.06459089782
273	0.06456062826
274	0.06452947901
275	0.06451403615
276	0.06450620815
277	0.06447802734
278	0.06447253224
279	0.06445906188
280	0.06443843781
281	0.0644261649
282	0.06441850741
283	0.06440379697
284	0.06438714503
285	0.06437455822
286	0.06436373853
287	0.06434978764
288	0.06433956086
289	0.06431710379
290	0.06430204846
291	0.06429611158
292	0.06427917674
293	0.06427000791
294	0.06426468719
295	0.06425267392
296	0.06424636114
297	0.06423794023
298	0.06422783358
299	0.06421525453
300	0.06420107499
301	0.06418950738
302	0.06417617265
303	0.06416599237
304	0.06415705218
305	0.06415091766
306	0.06411682323
307	0.06411185128
308	0.06410870071
309	0.06409782289
310	0.064091762
311	0.06408346509
312	0.06407046751
313	0.06406537931
314	0.06406022523
315	0.06404001194
316	0.06402710348
317	0.06400943623
318	0.06400707233
319	0.063984375
320	0.0639777057
321	0.06395696925
322	0.06395114475
323	0.06394282459
324	0.06392507595
325	0.06391804238
326	0.06390959046
327	0.06389586821
328	0.06388103376
329	0.0638641338
330	0.06385501535
331	0.06385056269
332	0.06383685593
333	0.06381442212
334	0.0638093068
335	0.06380590045
336	0.06378993056
337	0.06378226531
338	0.06376941499
339	0.06375711883
340	0.06374696568
341	0.0637374752
342	0.063734313
343	0.06373037962
344	0.06371459961
345	0.06370615932
346	0.06369517299
347	0.06369034831
348	0.06368403165
349	0.06367387463
350	0.06366001674
351	0.06365334356
352	0.06364963883
353	0.06363971819
354	0.06363433547
355	0.06362675936
356	0.06362111313
357	0.0636120993
358	0.0636038489
359	0.06359919472
360	0.06359589301
361	0.06358224439
362	0.06355834573
363	0.06355007208
364	0.06354556904
365	0.06353661722
366	0.06352233305
367	0.06350925797
368	0.06349895756
369	0.06349141633
370	0.06347131929
371	0.0634550975
372	0.06345220269
373	0.06344497148
374	0.06342899383
375	0.06342239041
376	0.0634003945
377	0.06339596897
378	0.06339364769
379	0.06338924154
380	0.06338289776
381	0.0633739033
382	0.06336276972
383	0.06334713309
384	0.06333036489
385	0.06332645089
386	0.06331328668
387	0.06330511765
388	0.06329833597
389	0.06328880286
390	0.06328184291
391	0.06327243769
392	0.06326633417
393	0.06324260215
394	0.06323783172
395	0.06323444475
396	0.06323203435
397	0.06322413659
398	0.06321810283
399	0.06319739738
400	0.06318582977
401	0.06317587426
402	0.06317247954
403	0.06316160559
404	0.06315681191
405	0.06315141369
406	0.06314545743
407	0.06313329691
408	0.06313065786
409	0.06311572653
410	0.06310743738
411	0.06310304284
412	0.06308524383
413	0.06308085317
414	0.0630777646
415	0.06307057602
416	0.06305345517
417	0.06303987243
418	0.06302806842
419	0.06302052719
420	0.06300528584
421	0.06299584961
422	0.06298730469
423	0.06297957357
424	0.06296704877
425	0.06294377015
426	0.06293417504
427	0.06292672681
428	0.06291972424
429	0.06289836387
430	0.06289296565
431	0.06286864847
432	0.06286456008
433	0.06285520136
434	0.0628527987
435	0.06284502108
436	0.06282536195
437	0.06280782258
438	0.06280120365
439	0.06278796968
440	0.06278280785
441	0.06277637881
442	0.0627691321
443	0.06276313322
444	0.06275418139
445	0.06274517919
446	0.06273287915
447	0.06271599082
448	0.06270870148
449	0.06270641121
450	0.06269743226
451	0.06269447932
452	0.06268803866
453	0.06267787388
454	0.0626718595
455	0.062669918
456	0.06265131293
457	0.06264385696
458	0.06263317677
459	0.0626179703
460	0.06261474997
461	0.06260618567
462	0.06259795077
463	0.06258251953
464	0.06256825474
465	0.06255904328
466	0.06254283312
467	0.06253084697
468	0.06252740188
469	0.06252298797
470	0.06251473757
471	0.06250888982
472	0.0624979965
473	0.06249579536
474	0.06249058315
475	0.06248802936
476	0.06248413861
477	0.06247554331
478	0.06246150329
479	0.06245694987
480	0.06244228206
481	0.06243410141
482	0.06242046053
483	0.06240932695
484	0.06240264989
485	0.06238912528
486	0.06238634285
487	0.06238272337
488	0.06237778243
489	0.06236972966
490	0.06235158188
491	0.06233262029
492	0.06232190135
493	0.06231551107
494	0.06229809183
495	0.06229051184
496	0.06226989552
497	0.06226030428
498	0.06225240265
499	0.06223800998
500	0.06223473152
501	0.06221912202
502	0.06220779855
503	0.06219600617
504	0.06219006154
505	0.06218800378
506	0.06218063306
507	0.06217282444
508	0.06216110569
509	0.06215607174
510	0.06214343068
511	0.06213759068
512	0.06212184942
513	0.06211236282
514	0.06210951838
515	0.06210424417
516	0.06209343998
517	0.06208990575
518	0.06208154684
519	0.06207426525
520	0.06206798348
521	0.06205486576
522	0.06204279824
523	0.06203721788
524	0.06203047108
525	0.06201830667
526	0.06200654529
527	0.06200208101
528	0.06199550471
529	0.06198408436
530	0.06197820561
531	0.06195427207
532	0.06194146438
533	0.0619358879
534	0.06193072994
535	0.06191768198
536	0.06191524833
537	0.06190687779
538	0.06189975121
539	0.06189207047
540	0.06188415334
541	0.06185528661
542	0.06184462193
543	0.06183806114
544	0.06182998124
545	0.06182419162
546	0.06181241862
547	0.06180742343
548	0.06180611359
549	0.06180123465
550	0.06179122101
551	0.06178819832
552	0.06178300549
553	0.06177801029
554	0.06176774089
555	0.06175913008
556	0.06174503968
557	0.0617342975
558	0.06172824823
559	0.06172204009
560	0.06171669999
561	0.06170427207
562	0.06169886998
563	0.06169260758
564	0.06168809291
565	0.06168351625
566	0.06167850167
567	0.06166772461
568	0.06166145058
569	0.06165492079
570	0.06164803447
571	0.0616429734
572	0.06163669162
573	0.0616292744
574	0.0616206481
575	0.06161227369
576	0.06160296534
577	0.06160000465
578	0.06159382363
579	0.06158959961
580	0.06158362785
581	0.06158260479
582	0.06157771035
583	0.06156676665
584	0.06156003147
585	0.06155781483
586	0.0615437128
587	0.06153328451
588	0.06152777778
589	0.06152253844
590	0.06150909908
591	0.06149915907
592	0.06148845176
593	0.06148494466
594	0.06147435361
595	0.06145753891
596	0.06145042008
597	0.06143971664
598	0.06142213464
599	0.06141627914
600	0.06140710255
601	0.06139809648
602	0.06139167519
603	0.06138683113
604	0.06138105701
605	0.06137274073
606	0.06136235119
607	0.06135102384
608	0.06134901259
609	0.06133890594
610	0.06132941546
611	0.0613140656
612	0.06130853562
613	0.06129555354
614	0.06128797356
615	0.06128074234
616	0.06127236793
617	0.06126026166
618	0.06125461542
619	0.0612484809
620	0.06124449327
621	0.06123570033
622	0.06122203621
623	0.06120761254
624	0.06119872272
625	0.0611870621
626	0.06118338449
627	0.06117923797
628	0.06117257254
629	0.06116316344
630	0.06115580047
631	0.06115019299
632	0.06114895291
633	0.06113647073
634	0.06113108026
635	0.06112198506
636	0.06111644345
637	0.06111230081
638	0.06110403103
639	0.06109930323
640	0.06109093657
641	0.0610843099
642	0.06107197498
643	0.06106329055
644	0.06105711728
645	0.06105157568
646	0.06104821196
647	0.06104267423
648	0.06103820607
649	0.06103457884
650	0.06102572777
651	0.06102238343
652	0.06101410203
653	0.06100935485
654	0.06100508045
655	0.06100136796
656	0.06099519082
657	0.06098875791
658	0.06098466952
659	0.06098148019
660	0.06097415985
661	0.06097123791
662	0.06096321227
663	0.06095956954
664	0.06095009456
665	0.06094305711
666	0.06093883696
667	0.06092451792
668	0.06091505456
669	0.06091124132
670	0.06090160358
671	0.06088852849
672	0.06087967742
673	0.06087454272
674	0.06086707512
675	0.06086352927
676	0.06085989816
677	0.06085675533
678	0.06084788489
679	0.06083996388
680	0.06083658079
681	0.06082776848
682	0.06082420712
683	0.06081666977
684	0.06080169193
685	0.06079409645
686	0.06078891524
687	0.06078767904
688	0.06078278072
689	0.06077461558
690	0.06077142237
691	0.0607628542
692	0.06075684756
693	0.0607550107
694	0.06074950009
695	0.06073996311
696	0.06073292178
697	0.06072835674
698	0.06072248186
699	0.06071768431
700	0.06071307276
701	0.0607109065
702	0.06070400856
703	0.06070328389
704	0.06069317336
705	0.06068850756
706	0.06068282645
707	0.06067018152
708	0.06066657366
709	0.06066303168
710	0.06065905568
711	0.06065220812
712	0.06064563182
713	0.06064265563
714	0.06063796658
715	0.06063667612
716	0.06063172356
717	0.06062274848
718	0.06061864072
719	0.06061788117
720	0.06060918899
721	0.06060376752
722	0.06060147337
723	0.06058959186
724	0.06057671053
725	0.0605687314
726	0.0605637052
727	0.06055933392
728	0.0605522926
729	0.06053763253
730	0.06053464859
731	0.06052530537
732	0.06052161226
733	0.06050816127
734	0.060503914
735	0.06050009688
736	0.06049116443
737	0.0604855802
738	0.06047458612
739	0.06046854849
740	0.06045755053
741	0.06045384192
742	0.06044538613
743	0.0604417279
744	0.06043794565
745	0.06043305897
746	0.06042814903
747	0.0604155506
748	0.06040893555
749	0.06040468052
750	0.06039799572
751	0.06039472114
752	0.06038140578
753	0.06037384905
754	0.06037032645
755	0.06036612568
756	0.06036104911
757	0.06035738312
758	0.06034900484
759	0.06034380038
760	0.06033945623
761	0.06033208938
762	0.06032705543
763	0.06032419162
764	0.06031707667
765	0.06030779932
766	0.06030327303
767	0.06030090913
768	0.06029530552
769	0.06029331365
770	0.060290973
771	0.06028549727
772	0.06027404979
773	0.06026684958
774	0.06025757611
775	0.06025411551
776	0.06024831039
777	0.06024562097
778	0.0602413737
779	0.06023721168
780	0.06023086015
781	0.06022788008
782	0.06022081551
783	0.06021380131
784	0.06021164667
785	0.06020463635
786	0.0601985057
787	0.06019092572
788	0.06018560113
789	0.06017534335
790	0.06016893369
791	0.06016338433
792	0.06015847439
793	0.06015002248
794	0.06013611034
795	0.06012535265
796	0.06011431207
797	0.06010642206
798	0.06008928184
799	0.06008525546
800	0.06008057028
801	0.06007332357
802	0.06006919255
803	0.06006522042
804	0.06006211248
805	0.0600503356
806	0.0600422092
807	0.06003084697
808	0.06002627806
809	0.06000869993
810	0.05999804688
811	0.05999513269
812	0.05998852539
813	0.05997858538
814	0.05997305928
815	0.05996787032
816	0.05995881774
817	0.05995665148
818	0.05994592866
819	0.05993921286
820	0.05993143524
821	0.05992023577
822	0.05991503906
823	0.05989661613
824	0.05989170232
825	0.05988432772
826	0.05988097563
827	0.05987894113
828	0.05987375992
829	0.05986934989
830	0.0598605957
831	0.05985295371
832	0.05984983414
833	0.05984435454
834	0.05983869668
835	0.05983082992
836	0.05982371109
837	0.05981966146
838	0.05980608259
839	0.05979935903
840	0.05978904312
841	0.05978509425
842	0.05978181191
843	0.05976909335
844	0.05976138548
845	0.05975772337
846	0.05975304982
847	0.05974641927
848	0.0597414047
849	0.05973821925
850	0.05972894965
851	0.05972167969
852	0.05971355329
853	0.0597124411
854	0.05970828683
855	0.05970067584
856	0.05969390578
857	0.05969210767
858	0.05968130735
859	0.05967519996
860	0.05967358786
861	0.05967131309
862	0.05966649616
863	0.05966068716
864	0.05965466502
865	0.05965000698
866	0.05964656188
867	0.05964241149
868	0.05963439748
869	0.05962864661
870	0.0596203342
871	0.05960980903
872	0.05960091146
873	0.05959660993
874	0.05959353686
875	0.05959005301
876	0.0595785629
877	0.0595726299
878	0.05956919643
879	0.0595649104
880	0.05955350167
881	0.05954584806
882	0.05954213945
883	0.0595399073
884	0.05953001767
885	0.0595253635
886	0.05951715572
887	0.05951641168
888	0.05951022678
889	0.05949874829
890	0.0594882735
891	0.05948576621
892	0.05948071677
893	0.05947365606
894	0.05946423534
895	0.05945689562
896	0.05944480484
897	0.05944032893
898	0.05942881557
899	0.05942595176
900	0.05942185175
901	0.05942082481
902	0.05941431439
903	0.05940440151
904	0.05939245024
905	0.05938578094
906	0.05938141741
907	0.05937680974
908	0.05937055897
909	0.05936368428
910	0.05936079334
911	0.05935145399
912	0.05934562562
913	0.0593418705
914	0.05933896794
915	0.05933252341
916	0.05932886517
917	0.05932552083
918	0.0593238506
919	0.05932200598
920	0.05931774709
921	0.05931275577
922	0.05930862475
923	0.0593019322
924	0.05929765005
925	0.05929213945
926	0.05928145539
927	0.05927712286
928	0.05927178277
929	0.05926591564
930	0.05925848292
931	0.05925483243
932	0.05924829877
933	0.05924400112
934	0.05924044364
935	0.05923945545
936	0.05923094153
937	0.05922861251
938	0.05922038535
939	0.05921464999
940	0.05920843021
941	0.05920553153
942	0.05920001318
943	0.05918983677
944	0.05917923022
945	0.05916904607
946	0.05916383386
947	0.05915929207
948	0.05914529855
949	0.05914003984
950	0.05913330466
951	0.05913150654
952	0.0591214309
953	0.05911152189
954	0.05910840231
955	0.05909849718
956	0.05908796038
957	0.05908197312
958	0.05907451714
959	0.05907030862
960	0.0590621086
961	0.05905966332
962	0.05905454799
963	0.0590460302
964	0.05903941902
965	0.05903211031
966	0.0590241738
967	0.05902251907
968	0.05901492358
969	0.05901044379
970	0.05900139896
971	0.05899638052
972	0.05899281917
973	0.05898372008
974	0.0589804145
975	0.05897347005
976	0.0589675293
977	0.05896470424
978	0.05895696925
979	0.05895182292
980	0.05894766865
981	0.05894428943
982	0.05893929424
983	0.05893455869
984	0.05892755611
985	0.05892232453
986	0.05891706582
987	0.05890999349
988	0.05890502542
989	0.05889365157
990	0.05888267687
991	0.05888027421
992	0.05887803044
993	0.05887078761
994	0.05886788504
995	0.05885839844
996	0.058853504
997	0.05885101609
998	0.05884846618
999	0.05884615653
